master_line,family,subfamily,category,product_id,description
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,04 LIJADORA,LIJADORAS,21044363,"PULIDORA DE SUPERFICIE 7"" 1300 W STANLEY SP137K-B2"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,04 LIJADORA,LIJADORAS,21044364,"LIJADORA ORBITAL 1/4"" 16000 RPM STANLEY SS24-B2"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,04 LIJADORA,LIJADORAS,21044365,"PULIDORA NEUMATICA 1/4"" STANLEY 78-058LA"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,04 LIJADORA,LIJADORAS,21044366,"LIJADORA DE PALMA 1/4"" 275W DEWALT DWE6421"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,04 LIJADORA,LIJADORAS,21044367,"LIJADORA ORBITAL C470, 115X107 MM, 6 HUECOS, GRANO 240 PAQUETE X 10 HJS ."
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,04 LIJADORA,LIJADORAS,21044368,"PULIDORA HEAVY-DUTY ANGLE POLISHER CP7269P, 0.7HP, 500W, 7"", 2,600 RPM CHICAGO PNEUMATIC 8941078691"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,04 LIJADORA,LIJADORAS,21044369,"LIJADORA DE CONCRETO C/GUARDA 9300RPM 1500W 5"" BOSCH GBR 15 CA"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021505,"ESMERIL ANGULAR 18V 25,000 RPM NARIZ CORTA , SIN BATERÍAS 1/4"" MAKITA DGD801Z"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021506,"ESMERIL NEUMATICO COMPACTO 1/4"" 22KRPM 2.1CFM A 90PSI STANLEY 78-340 (78-340LA) "
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021507,"ESMERIL ANGULAR 120-DEGREE 1/4"" PROTO J325AGAH120 "
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021508,"ESMERIL ANGULAR NEUMATICO 22000 RPM 1/4""  BLUE POINT AT105 "
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021509,"ESMERIL RECTO 10000 A 28000 RPM 650W 1/4"" - 5/16"" BOSCH GGS 28LCE"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021510,ESMERIL ANGULAR (AMOLADORA) A BATERÍA AG 125- A22 M HILTI 2109982
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021511,ESMERIL ANGULAR (AMOLADORA) A BATERÍA AG 125- A36M 125MM HILTI 2100878
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021512,"ESMERIL ANGULAR ""C/SISTEMA HOMBRE MUERTO"" 11500RPM 1800W 125/150MM BOSCH GWS 18-125PL"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021513,"ESMERIL DE BANCO (NO INCLUY PIEDRAS) 3HP, 14"" URREA EB1214"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021514,"ESMERIL ANGULAR 180MM 7"" 2000W MAKITA MT M9000G"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021515,"ESMERIL RECTO TURBINETA BRUSHESS 1300W 2"" DEWALT DWE4997NVS-B2"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021516,"ESMERIL ANGULAR 4 1/2"" 1300W 2.4KG MAKITA GA4550"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021517,"KIT DE ESMERIL + MALETA PLASTICA+ 5 DISCOS ABRASIVOS 4 1/2"" 750W STANLEY SG7115KD-B2"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021518,"ESMERIL +10 DISCOS  (2 DIAMANTADOS + 4 DISCOS DE CORTE + 4 DISCOS DESBASTE) 4 1/2"" 750W STANLEY SG7115V10-B2"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021519,"ESMERIL ANGULAR +10 DISCOS DE CORTE BARCELONA  STA8061B 4 1/2"" 900W STANLEY STGS9115-K10"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021520,"ESMERIL ANGULAR 4 1/2"" 710 W + 10 DISCOS STANLEY STGS7115K10-B2"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021521,"ESMERIL ANGULAR INALAMBRICO 10000RPM C/2 BATERIAS Y CARGADOR 4 1/2"" BOSCH GWS 18 V-LI PROFESIONAL"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021522,"ESMERIL ANGULAR INALAMBRICO 18V C/2 BATERIAS Y CARGADOR 4 1/2"" MAKITA DGA452RFE "
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021523,"ESMERIL (AMOLADORA) INALAMBRICA 60V MAX C/2 BATERIAS Y CARGADOR 4 1/2"" DEWALT DCG418T2-B2"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021524,"ESMERIL ANGULAR MAX 8000 RPM 4 1/2"" 20V,+ CARGADOR + 2 BATERIAS 4.0AH DEWALT DCG412M2-B2"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021525,"ESMERIL ANGULAR (AMOLADORA) INALAMBRICA HM, 8500RPM, 4 1/2"" CON CARGADOR + 01 BATERIA 5.0 AH MILWAUKEE MOD. 2780-20"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021526,"ESMERIL ANGULAR 4 1/2"" 1000 W STANLEY STGS1011-B2"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021527,"ESMERIL ANGULAR 1100RPM 1100W 4 1/2"" DEWALT D28112 "
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021528,"ESMERIL ANGULAR 1100RPM 820W 4 1/2"" BLACK & DECKER G720 "
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021529,"ESMERIL ANGULAR 2.4KG. SJSII 1100W 4 1/2"" MAKITA GA4540 "
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021530,"ESMERIL ANGULAR 2.6KG. FRENO ELECTRICO SJSII ANTI RESTART 1100W 4 1/2"" MAKITA GA4541R "
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021531,"ESMERIL NEUMATICO 11000RPM 4 1/2"" URREA UP854 "
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021532,"ESMERIL ANGULAR 11000RPM 1200W 4 1/2"" DEWALT DWE4212"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021533,"ESMERIL ANGULAR 4 1/2"" 720 W 11000RPM MAKITA M9507B"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021534,"ESMERIL ANGULAR (AMOLADORA) 11000RPM 750W 4 1/2"" DEWALT D28090"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021535,"ESMERIL ANGULAR 11000RPM 850W 4 1/2"" DEWALT D28111"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021536,"ESMERIL ANGULAR 4 1/2"" 850 W 11000RPM MAKITA M9510B"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021537,"ESMERIL ANGULAR 11800RPM 900W 4 1/2"" DEWALT DWE4120"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021538,"ESMERIL ANGULAR VELOCIDAD VARIABLE 1400W 4 1/2"" MAKITA 9564 PCV "
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021539,"ESMERIL ANGULAR 1400W 4 1/2"" DEWALT D28136 "
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021540,ESMERIL ANGULAR INDUSTRIAL 4-1/2 INCH 1500W DEWALT DWE4336
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021541,"ESMERIL INDUSTRIAL 1500W 4 1/2"" DEWALT DWE4314-B2"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021542,"ESMERIL ANGULAR 1500W 4 1/2"" DEWALT DWE4336-B2"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021543,"ESMERIL ANGULAR 18V X-LOCK , BL  XPT AWS , 2 X 5.0AH 4 1/2"" MAKITA DGA469RTJ "
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021544,"ESMERIL ANGULAR 18V X-LOCK , BL  XPT AWS , SIN BATERÍAS 4 1/2"" MAKITA DGA469Z "
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021545,"ESMERIL ANGULAR 18V 11000RPM LXT SIN BATERIAS 4 1/2"" MAKITA DGA452Z"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021546,"ESMERIL ANGULAR (AMOLADORA) INALAMBRICA 4 1/2"" 18V FREE POWER SIN BATERÍA BAUKER CAG115JN-B"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021547,"MINI ESMERIL ANGULAR 220V 11000RPM 850W 4 1/2"" BOSCH GWS 850"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021548,"ESMERIL ANGULAR 700W 4 1/2"" DEWALT DWE4010 "
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021549,"ESMERIL ANGULAR 4 1/2"" 710 W STANLEY STGS7115-B2"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021550,"ESMERIL ANGULAR (AMOLADORA) 710W GWS 700 4 1/2"" BOSCH 06013A3  0E0"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021551,"ESMERIL 750W 4 1/2"" STANLEY SG7115-B2"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021552,"ESMERIL ANGULAR 800W 4 1/2"" DEWALT DWE 4020-B2"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021553,"ESMERIL ANGULAR 800W 4 1/2"" DEWALT DWE4020 "
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021554,"ESMERIL ANGULAR 900W 4 1/2"" STANLEY STGS9115-B2"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021555,"ESMERIL ANGULAR INALAMBRICO HEAVY-DUTY 36V CUT-OFF TOOL WITH NANO TECHNOLOG 4 1/2"" DEWALT DC415KL "
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021556,"PLATO LIJADOR RESPALDO DE GOMA 4 1/2"" P/LIJA PRO P/AMOLADORA 4 1/2"" BOSCH 2608.601.005-000 "
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021557,"AIR ANGLE GRINDER 4 1/2"" WHEEL- HEAVY DUTY 4 1/2"" INGERSOLL RAND 3445MAX "
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021558,"ESMERIL ANGULAR INALAMBRICO 4 1/2"" DEWALT DCG414T2"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021559,"ESMERIL ANGULAR INALAMBRICO 4 1/2"" DEWALT DCG414T2-B2"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021560,"ESMERIL ANGULAR CP3450-12AC45 4 1/2"" CHICAGO PNEUMATIC N/P 6151604030 "
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021561,"ESMERIL ANGULAR (AMOLADORA) INALAMBRICA HM ,ONE KEY, 8500RPM C/1 BATERIA 6AMP + CARGADOR 220V + MALETA LONA 4 1/2"" / 5"" MILWAUKEE 2882-159"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021562,"CARBONES 1821/22 AM OL. 4 1/2"" / 5"" BOSCH 1607.014.17 6-000 "
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021563,"ESMERIL ANGULAR BRUSHLESS DE 4 1/2"" // 5"" DE 60V MÁX* FLEXVOLT POWER UP DEWALT DCG418B-B2"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021564,"MINI ESMERIL ANGULAR 4"" BOSCH GWS 700"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021565,"ESMERIL ANGULAR (AMOLADORA) INALAMBRICA PADDLE,  8500RPM, (NO INCLUYE BATERIA NI CARGADOR) 4.1/2"" / 5"" MILWAUKEE 2880-20"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021566,"ESMERIL ANGULAR INALAMBRICO C/ 1 BATERIA,C/ 1 CARGADOR C/ MALETIN PLASTICO 4.1/2""(5"")  8500RPM MILWAUKEE 2781-159"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021567,"ESMERIL ANGULAR XGT 40VMAX / 8500 RPM / BL- ADT-AFT-XPT / HOMBRE MUERTO/ SIN BATERÍAS 4-1/2"" MAKITA GA015GZ"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021568,"ESMERIL ANGULAR ANGLE GRINDER, 4-1/2"" WHEEL DIA., 11A, 120VAC 11,000 NO LOAD RPM, PADDLE SWITCH . DEWALT DWE402"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021569,"ESMERIL ANGULAR (AMOLADORA) V.V, 8800RPM WEV10-125QUICK 5"",1000WATTS, METABO 600388000"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021570,"ESMERIL ANGULAR INALAMBRICO (C/2 BATERIAS Y CARGADOR ) 11000RPM GWS 180-LI 5"" BOSCH 0601.9H9.0E1-000"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021571,"ESMERIL ANGULAR (AMOLADORA) 5"" QUICK 1700W 11000RPM METABO WEP17-125QUICK"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021572,"ESMERIL ANGULAR ""C/SISTEMA HOMBRE MUERTO"" 11500RPM 1100W 5"" BOSCH GWS 11-125 P"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021573,"ESMERIL ANGULAR 11500RPM 1300W 5"" BOSCH GWS 13-125 CI"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021574,"ESMERIL ANGULAR 11500RPM 1700W 5"" BOSCH GWS 17-125 CIE"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021575,"ESMERIL ANGULAR 5"" 1200W BOSCH 12-125 S"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021576,"ESMERIL INALAMBRICO 2 BATERIA GBA 18V GWS 180-LI 5"" BOSCH 0601.9H9.0E1-000"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021577,"ESMERIL ANGULAR (AMOLADORA) 18V 11000RPM 5"" BOSCH GWS 18V-15C"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021578,"ESMERIL ANGULAR 220V 10500 RPM 900W 5"" METABO W9-125QUICK"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021579,"ESMERIL ANGULAR 220V 11500RPM 1100W 5"" BOSCH GWS 11-125"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021580,"ESMERIL ANGULAR ""C/SISTEMA HOMBRE MUERTO"" 2800 - 11500RPM 1700W 5"" BOSCH GWS 17-125 CIE"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021581,"ESMERIL ANGULAR 2800 - 11500RPM 1700W 5"" BOSCH GWS 17-125 CIE"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021582,"ESMERIL RECTO 5600RPM 5"" MAKITA GS-5000 "
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021583,"ESMERIL ANGULAR (AMOLADORA) 900W 5"" BOSCH GWS 9-125 P"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021584,"ESMERIL (AMOLADORA) QUICK 1550 WATS 11000RPM 220  WE15-125QUICK 5"" METABO 600448000"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021585,"CARBONES P/ESMERIL 1821/22/29/30/1389/1220 RA 172 5"" BOSCH 1607.014.176.000"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021586,"ESMERIL ANGULAR 11000RPM 1500W 5"" (125MM) BOSCH GWS 15-125 CIH"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021587,"ESMERIL ANGULAR 1500W 5"" 125MM DEWALT DWE4314N-B2"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021588,ESMERIL RECTA ELECTRICA 10000 - 28000RPM 650W 50MM BOSCH GGS 28 CE
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021589,"ESMERIL DE BANCO 1/2HP 6"" DEWALT 752-AR "
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021590,"ESMERIL DE BANCO 1/2HP 3450RPM 373W 6"" STANLEY SSTGB3715- B2P"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021591,"ESMERIL RECTO 220V 5600RPM 750W 6"" MAKITA MOD. GS6000"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021592,"ESMERIL DE BANCO 2200W 6"" DEWALT DW752"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021593,"ESMERIL DE BANCO 250W 6"" MAKITA GB602 "
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021594,"ESMERIL DE BANCO 2750RPM 373W 6"" DEWALT DW752"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021595,"ESMERIL DE BANCO 6"" (152MM) DEWALT DW752-B2"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021596,"ESMERIL NEUMATICO VERTICAL 3.9HP 6000RPM 2900W CP3349- SALAVETE 6""/150MM CHICAGO PNEUMATIC P/N 6151609150 "
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021597,"ESMERIL ANGULAR (AMOLADORA) C/ ASA LATERAL D/AMORIT.W24-180MVT 7"" 2400W, 8500RPM METABO 606466000"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021598,"ESMERIL ANGULAR (AMOLADORA) 2400WATTS, 8500RPM C/ASA LATERAL M D/AMORIT 7"" METABO W24-180MVT"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021599,"ESMERIL (AMOLADORA) INALAMBRICA FLEXVOLT® C/KICKBACK BRAKE 60V MAX 7"" DEWALT DCG440B"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021600,"ESMERIL ANGULAR (AMOLADORA) C/SIST AMORTI INTEG 7"", 2600W, 8500RPM, METABO W 26-180 MVT"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021601,"ESMERIL 18V X 2=36V 7800RPM BL-XPT F.E., SIN BATERÍAS 7"" MAKITA DGA700Z"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021602,"ESMERIL 2100W 7"" DEWALT D28491 - B2 "
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021603,"ESMERIL ANGULAR 220V 8500RPM 2400W 7"" BOSCH GWS 24-180"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021604,"ESMERIL ANGULAR 2200W 7"" DEWALT DWE491-B2"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021605,"ESMERIL ANGULAR 2200W 7"" DEWALT D28491"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021606,"ESMERIL 2200W 7"" BOSCH GWS 2200-180 TRI"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021607,"ESMERIL ANGULAR 2200W - SJS II , ANTI-RESTART 7"" MAKITA GA7061R "
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021608,"ESMERIL ANGULAR 2400W 7"" DEWALT DWE4557-B2"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021609,"ESMERIL ANGULAR 7"" 2700 W DEWALT DWE4577-B2"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021610,"ESMERIL ANGULAR (AMOLADORA) 2800W 7"" BOSCH GWS 28-180"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021611,"ESMERIL ANGULAR (AMOLADORA) 2800W 7"" BOSCH GWS 28-180 TRI"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021612,"ESMERIL ANGULAR BRUSHLESS 7"" 2800W BOSCH GWS 30-180 PB"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021613,"ESMERIL ANGULAR 2800W 7"" BOSCH GWS 28-180 HM"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021614,"ESMERIL DE BANCO 1/2HP 2980RPM 7"" METABO DS-175 "
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021615,"ESMERIL ANGULAR NEUMATICO 1.25HP 7500RPM CP857 7"" CHICAGO PNEUMATIC T024387 "
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021616,"ESMERIL ANGULAR ELECTRICO 7"" 8500RPM 2200W 4.9KG EJE M14 MILWAUKEE 6086-59"
Herramientas Industriales,21 HERRAMIENTAS Y EQ.  ELECTRICOS Y ACC.,02 ESMERIL,ESMERIL,21021617,"ESMERIL ANGULAR 8500RPM 2200W 7"" MAKITA GA7020 "
